time,ess
141,0.07692307434693862
142,0.07692307434693862
143,0.07692307434693862
144,0.07692307434693862
145,0.07692307434693862
146,0.07692307434693862
147,0.07692307434693862
148,0.07692307434693862
149,0.07692307434693862
150,0.07692307434693862
151,0.07692307434693862
152,0.07692307434693862
153,0.07692307434693862
154,0.07692307434693862
155,0.07692307434693862
156,0.07692307434693862
157,0.07692307434693862
158,0.07692307434693862
159,0.07692307434693862
160,0.07692307434693862
161,0.07692307434693862
162,0.07692307434693862
163,0.07692307434693862
164,0.07692307434693862
165,0.07692307434693862
166,0.07692307434693862
167,0.07692307434693862
168,0.07692307434693862
169,0.07692307434693862
170,0.07692307434693862
171,0.07692307434693862
172,0.07692307434693862
173,0.07692307434693862
174,0.07692307434693862
175,0.07692307434693862
176,0.07692307434693862
177,0.07692307434693862
178,0.07692307434693862
179,0.07692307434693862
180,0.07692307434693862
181,0.07692307434693862
182,0.07692307434693862
183,0.07692307434693862
184,0.07692307434693862
185,0.07692307434693862
186,0.07692307434693862
187,0.07692307434693862
188,0.07692307434693862
189,0.07692307434693862
190,0.07692307434693862
191,0.07692307434693862
192,0.07692307434693862
193,0.04615384357770786
194,0.04615384357770786
195,0.04615384357770786
196,0.04615384357770786
197,0.04615384357770786
198,0.04615384357770786
199,0.04615384357770786
200,0.04615384357770786
201,0.04615384357770786
202,0.04615384357770786
203,0.04615384357770786
204,0.04615384357770786
205,0.04615384357770786
206,0.04615384357770786
207,0.04615384357770786
208,0.04615384357770786
209,0.04615384357770786
210,0.04615384357770786
211,0.04615384357770786
212,0.04615384357770786
213,0.04615384357770786
214,0.04615384357770786
215,0.04615384357770786
216,0.04615384357770786
217,0.04615384357770786
218,0.04615384357770786
219,0.04615384357770786
220,0.04615384357770786
221,0.04615384357770786
222,0.04615384357770786
223,0.04615384357770786
224,0.04615384357770786
225,0.04615384357770786
226,0.04615384357770786
227,0.04615384357770786
228,0.04615384357770786
229,0.04615384357770786
230,0.04615384357770786
231,0.04615384357770786
232,0.04615384357770786
233,0.04615384357770786
234,0.04615384357770786
235,0.04615384357770786
236,0.04615384357770786
237,0.04615384357770786
238,0.04615384357770786
239,0.04615384357770786
240,0.04615384357770786
241,0.04615384357770786
242,0.04615384357770786
243,0.04615384357770786
244,0.04615384357770786
245,0.04615384357770786
246,0.04615384357770786
247,0.04615384357770786
248,0.04615384357770786
249,0.04615384357770786
250,0.04615384357770786
251,0.04615384357770786
252,0.04615384357770786
253,0.04615384357770786
254,0.04615384357770786
255,0.04615384357770786
256,0.04615384357770786
257,0.04615384357770786
258,0.04615384357770786
259,0.04615384357770786
260,0.04615384357770786
261,0.04615384357770786
262,0.04615384357770786
263,0.04615384357770786
264,0.04615384357770786
265,0.04615384357770786
266,0.04615384357770786
267,0.04615384357770786
268,0.04615384357770786
269,0.04615384357770786
270,0.04615384357770786
271,0.04615384357770786
272,0.04615384357770786
273,0.04615384357770786
274,0.04615384357770786
275,0.04615384357770786
276,0.04615384357770786
277,0.04615384357770786
278,0.04615384357770786
279,0.04615384357770786
280,0.04615384357770786
281,0.04615384357770786
282,0.04615384357770786
283,0.04615384357770786
284,0.04615384357770786
285,0.04615384357770786
286,0.04615384357770786
287,0.04615384357770786
288,0.04615384357770786
