time,ess
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.008333333333333331
13,0.015972222222222204
14,0.07692307434693862
15,0.07692307434693862
16,0.07692307434693862
17,0.07692307434693862
18,0.07692307434693862
19,0.07692307434693862
20,0.07692307434693862
21,0.07692307434693862
22,0.07692307434693862
23,0.07692307434693862
24,0.07692307434693862
25,0.07692307434693862
26,0.07692307434693862
27,0.07692307434693862
28,0.07692307434693862
29,0.07692307434693862
30,0.07692307434693862
31,0.07692307434693862
32,0.07692307434693862
33,0.07692307434693862
34,0.07692307434693862
35,0.07692307434693862
36,0.07692307434693862
37,0.07692307434693862
38,0.07692307434693862
39,0.07692307434693862
40,0.07692307434693862
41,0.07692307434693862
42,0.07692307434693862
43,0.07692307434693862
44,0.07692307434693862
45,0.07692307434693862
46,0.07692307434693862
47,0.07692307434693862
48,0.07692307434693862
49,0.07692307434693862
50,0.07692307434693862
51,0.07692307434693862
52,0.07692307434693862
53,0.07692307434693862
54,0.07692307434693862
55,0.07692307434693862
56,0.07692307434693862
57,0.07692307434693862
58,0.07692307434693862
59,0.07692307434693862
60,0.07692307434693862
61,0.07692307434693862
62,0.07692307434693862
63,0.07692307434693862
64,0.07692307434693862
65,0.07692307434693862
66,0.07692307434693862
67,0.07692307434693862
68,0.07692307434693862
69,0.07692307434693862
70,0.07692307434693862
71,0.07692307434693862
72,0.07692307434693862
73,0.07692307434693862
74,0.07692307434693862
75,0.07692307434693862
76,0.07692307434693862
77,0.07692307434693862
78,0.07692307434693862
79,0.07692307434693862
80,0.07692307434693862
81,0.07692307434693862
82,0.07692307434693862
83,0.07692307434693862
84,0.07692307434693862
85,0.07692307434693862
86,0.07692307434693862
87,0.07692307434693862
88,0.07692307434693862
89,0.07692307434693862
90,0.07692307434693862
91,0.07692307434693862
92,0.07692307434693862
93,0.07692307434693862
94,0.07692307434693862
95,0.07692307434693862
96,0.07692307434693862
97,0.07692307434693862
98,0.07692307434693862
99,0.07692307434693862
100,0.07692307434693862
101,0.07692307434693862
102,0.07692307434693862
103,0.07692307434693862
104,0.07692307434693862
105,0.07692307434693862
106,0.07692307434693862
107,0.07692307434693862
108,0.07692307434693862
109,0.07692307434693862
110,0.07692307434693862
111,0.07692307434693862
112,0.07692307434693862
113,0.07692307434693862
114,0.07692307434693862
115,0.07692307434693862
116,0.07692307434693862
117,0.07692307434693862
118,0.07692307434693862
119,0.07692307434693862
120,0.07692307434693862
121,0.07692307434693862
122,0.07692307434693862
123,0.07692307434693862
124,0.07692307434693862
125,0.07692307434693862
126,0.07692307434693862
127,0.07692307434693862
128,0.07692307434693862
129,0.07692307434693862
130,0.07692307434693862
131,0.07692307434693862
132,0.07692307434693862
133,0.07692307434693862
134,0.07692307434693862
135,0.07692307434693862
136,0.07692307434693862
137,0.07692307434693862
138,0.07692307434693862
139,0.07692307434693862
140,0.07692307434693862
